Confirmation,OrbitalPeriod,PlanetRadius,InsolationFlux,EquilibriumTemp,StellarEffectiveTemp,StellarRadius,RA,Dec
CONFIRMED,31.7154,3.43,14.5,537.0,5275.0,0.845,252.426008,-19.5430504
CONFIRMED,31.71922,3.75,,,5315.0,0.87,252.426008,-19.5430504
CONFIRMED,31.715061,3.41411198,,,5415.0,0.839164,252.426008,-19.5430504
CONFIRMED,4.34882,1.01,,,,0.845,252.426008,-19.5430504
CONFIRMED,4.3491,2.2,,,,0.757,252.426008,-19.5430504
CONFIRMED,4.34934,1.212,,1066.0,5271.0,0.86,252.426008,-19.5430504
CONFIRMED,1.995,2.62,,698.0,3157.0,0.3,163.2519122,5.3064776
CONFIRMED,2.298,1.95,,701.0,3855.0,0.583,156.4054989,2.5138829
CONFIRMED,2.29799150846,2.32710652,68.5516,733.88,3650.0,0.590525,156.4054989,2.5138829
CONFIRMED,2.2979749,2.05124347,,830.0,3750.0,0.595,156.4054989,2.5138829
CONFIRMED,8.205,1.92,,635.0,4141.0,0.602,156.6226981,4.7640203
CONFIRMED,24.93,2.1,,318.0,3710.0,0.549,159.4209874,6.2858689
CONFIRMED,3.262,2.43,,707.0,3752.0,0.505,157.6222171,6.8636732
CONFIRMED,6.93,2.2,,423.0,3287.0,0.298,353.9169507,-7.6867213
CONFIRMED,1.256,2.28,,1114.0,3924.0,0.688,351.612262,1.3375909
CONFIRMED,12.4551225,8.675766,45.7,650.0,5282.0,0.822,351.1353785,-5.1641451
CONFIRMED,12.45636917022,8.7723254,47.7343,670.39,5278.0,0.843307,351.1353785,-5.1641451
CONFIRMED,5.4252061,0.868,,,2890.0,0.16,242.5613635,-19.3193831
CONFIRMED,5.42513,5.76,,850.0,3410.0,1.1,242.5613635,-19.3193831
CONFIRMED,5.4224,,,,3318.0,0.909623,242.5613635,-19.3193831
CONFIRMED,5.424865,5.04,,,3540.0,1.05,242.5613635,-19.3193831
CONFIRMED,5.42526,3.17,,,,0.529,242.5613635,-19.3193831
CONFIRMED,13.773826,3.29495202,,,6114.0,1.682578,126.8968265,11.6674131
CONFIRMED,13.773,2.17,,,,1.469,126.8968265,11.6674131
CONFIRMED,13.773,,,,6266.98,1.46908,126.8968265,11.6674131
CONFIRMED,13.772626,2.2,,,,1.25,126.8968265,11.6674131
CONFIRMED,13.7748361,2.67656,114.929,912.0,6266.98,1.47,126.8968265,11.6674131
CONFIRMED,13.774798,2.77,,969.0,6232.0,1.5,126.8968265,11.6674131
CONFIRMED,9.398977,1.79,,909.0,5994.0,1.06,132.7376431,13.170269
CONFIRMED,22.99592,2.5,,,6010.0,1.043,132.7376431,13.170269
CONFIRMED,22.996591,2.72,,673.0,5994.0,1.06,132.7376431,13.170269
CONFIRMED,17.703,,,,3266.0,0.289676,135.8832666,14.2504994
CONFIRMED,17.70632,2.2,,266.0,3315.0,0.28,135.8832666,14.2504994
CONFIRMED,17.7037,1.76,,,,0.205,135.8832666,14.2504994
CONFIRMED,14.759287,6.18,,826.0,5880.0,1.22,136.7892752,15.2056765
CONFIRMED,14.759859,,,,6070.0,1.186,136.7892752,15.2056765
CONFIRMED,14.759595,5.3,,,6070.0,1.186,136.7892752,15.2056765
CONFIRMED,14.75650149447,5.7395617,102.1266,810.78,5790.7,1.20174,136.7892752,15.2056765
CONFIRMED,5.11383503556,5.67086336,832.2294,1369.87,6315.7,1.50876,136.4894259,16.3255146
CONFIRMED,5.113981,5.65,,1380.0,6502.0,1.49,136.4894259,16.3255146
CONFIRMED,5.1138428,,,,6890.0,1.409,136.4894259,16.3255146
CONFIRMED,5.113823,5.0,,,6890.0,1.409,136.4894259,16.3255146
CONFIRMED,12.282343,2.52633631,,,5985.0,1.410373,129.3896679,16.5220648
CONFIRMED,12.281,,,,6272.0,1.33471,129.3896679,16.5220648
CONFIRMED,12.2812,2.47,,,,1.323,129.3896679,16.5220648
CONFIRMED,12.283211,2.21,,949.0,6222.0,1.33,129.3896679,16.5220648
CONFIRMED,21.191788,1.3172461,,,5277.0,0.782112,133.8382032,16.7940663
CONFIRMED,21.194733,1.22,,569.0,5424.0,0.8,133.8382032,16.7940663
CONFIRMED,21.199,,,,5296.77,0.797924,133.8382032,16.7940663
CONFIRMED,21.1976,1.33,,,,0.7747,133.8382032,16.7940663
CONFIRMED,16.273563,2.62,,850.0,5869.0,1.32,127.761137,16.9004702
CONFIRMED,16.271,,,,5940.0,1.25863,127.761137,16.9004702
CONFIRMED,16.2713,2.77,,,,1.27,127.761137,16.9004702
CONFIRMED,16.27284,2.10886389,,,5656.0,1.064948,127.761137,16.9004702
CONFIRMED,3.85,,,,4504.0,0.626953,124.3609294,17.0241557
CONFIRMED,3.850614,1.03,,783.0,4558.0,0.63,124.3609294,17.0241557
CONFIRMED,3.85064,1.073,,,,0.51,124.3609294,17.0241557
CONFIRMED,19.508,2.11,,,,0.576,130.082542,18.6929046
CONFIRMED,19.507428,1.92,,508.0,4857.0,0.72,130.082542,18.6929046
CONFIRMED,2.995646,13.96620332,,,5990.0,1.454974,127.5787231,22.2359194
CONFIRMED,2.99529334,,,,6135.47,1.4022,127.5787231,22.2359194
CONFIRMED,2.995629,15.434793,,1715.0,6149.0,1.58,127.5787231,22.2359194
CONFIRMED,2.995633,13.1,,,,1.38,127.5787231,22.2359194
CONFIRMED,2.9956366,13.1937,963.566,1552.0,6135.5,1.4,127.5787231,22.2359194
CONFIRMED,2.99563536,,,,6087.0,1.66,127.5787231,22.2359194
CONFIRMED,2.995607,15.13215,,1742.0,6132.0,1.526,127.5787231,22.2359194
CONFIRMED,2.996,,,,6135.47,1.4022,127.5787231,22.2359194
CONFIRMED,2.995633,13.96,,1559.0,6071.0,1.44,127.5787231,22.2359194
CONFIRMED,2.9956348,13.75,,1687.0,6168.0,1.42,127.5787231,22.2359194
CONFIRMED,2.9956372,13.7,,,,1.4,127.5787231,22.2359194
CONFIRMED,2.995653,13.8,,,6380.0,1.398,127.5787231,22.2359194
CONFIRMED,2.99561,11.99363,,,6132.0,1.22,127.5787231,22.2359194
CONFIRMED,2.995654,16.14096,,,6087.0,1.66,127.5787231,22.2359194
CONFIRMED,29.729,,,,5464.0,1.11294,127.9373409,19.0745863
CONFIRMED,29.7361,3.52,,,,1.144,127.9373409,19.0745863
CONFIRMED,29.740451,3.36,,606.0,5532.0,1.13,127.9373409,19.0745863
CONFIRMED,36.556251,2.96787013,,,5759.0,1.035241,130.4971951,19.9166357
CONFIRMED,36.5563,3.18,,,,1.1,130.4971951,19.9166357
CONFIRMED,36.552551,3.21,,598.0,5817.0,1.16,130.4971951,19.9166357
CONFIRMED,11.561514,2.4,,,6140.0,1.406,133.1218996,21.2386816
CONFIRMED,11.561052,2.03,,861.0,5920.0,1.09,133.1218996,21.2386816
CONFIRMED,2.787174,1.65,,653.0,3804.0,0.46,134.2021746,21.5026882
CONFIRMED,2.78711,2.0,,,,0.507,134.2021746,21.5026882
CONFIRMED,7.67689,2.44,,,,0.507,134.2021746,21.5026882
CONFIRMED,7.676984,2.3,,,3790.0,0.465,134.2021746,21.5026882
CONFIRMED,7.676972,2.02,,465.0,3804.0,0.46,134.2021746,21.5026882
CONFIRMED,3.3557219,1.9149,37.2966,688.0,3807.0,0.56,136.3614923,21.6685886
CONFIRMED,3.355854,1.6,,,3860.0,0.551,136.3614923,21.6685886
CONFIRMED,3.35585,1.59,,722.0,4374.0,0.49,136.3614923,21.6685886
CONFIRMED,10.367437,2.11,,437.0,3779.0,0.52,132.7075876,21.7890367
CONFIRMED,10.366,,,,3675.0,0.539401,132.7075876,21.7890367
CONFIRMED,10.36627,1.82,,,,0.4,132.7075876,21.7890367
CONFIRMED,26.198,,,,4678.0,0.709927,125.9864854,22.663226
CONFIRMED,26.201446,2.26,,450.0,4801.0,0.7,125.9864854,22.663226
CONFIRMED,26.1956,2.08,,,,0.656,125.9864854,22.663226
CONFIRMED,26.197022,2.36213049,,,4789.0,0.692258,125.9864854,22.663226
CONFIRMED,26.19445485478,2.99459349,8.8138,439.45,4678.0,0.709927,125.9864854,22.663226
CONFIRMED,7.18662,2.58,,,,0.584,126.3726821,23.2974061
CONFIRMED,7.187257,2.41,,640.0,4599.0,0.63,126.3726821,23.2974061
CONFIRMED,7.187,,,,4391.0,0.617099,126.3726821,23.2974061
CONFIRMED,4.688418,3.26,,908.0,5077.0,0.85,130.8783479,24.4229559
CONFIRMED,4.688625,3.8,,,5220.0,0.828,130.8783479,24.4229559
CONFIRMED,4.6886342,3.36071,133.083,946.0,4954.0,0.87,130.8783479,24.4229559
CONFIRMED,12.550171,2.67,,655.0,5077.0,0.85,130.8783479,24.4229559
CONFIRMED,12.550896,2.6,,,5220.0,0.828,130.8783479,24.4229559
CONFIRMED,9.029,,,,5274.0,0.786068,199.0996546,-14.4447454
CONFIRMED,9.032178,1.38,,518.0,4385.0,0.49,199.0996546,-14.4447454
CONFIRMED,9.0333,2.75,,,,0.825,199.0996546,-14.4447454
CONFIRMED,2.399964,1.32,211.0,,4402.71,0.619575,170.1031027,1.2858679
CONFIRMED,2.39991,1.08,132.0,,4426.0,0.601,170.1031027,1.2858679
CONFIRMED,2.3996463,1.52,,,4326.0,0.67,170.1031027,1.2858679
CONFIRMED,2.39984,1.4,217.4,979.0,4680.0,0.72,170.1031027,1.2858679
CONFIRMED,2.39901,1.27,,,,0.603,170.1031027,1.2858679
CONFIRMED,5.60906,1.69,42.0,,4426.0,0.601,170.1031027,1.2858679
CONFIRMED,5.60871,1.9,,,,0.603,170.1031027,1.2858679
CONFIRMED,5.60967748,,,,4323.44,0.779092,170.1031027,1.2858679
CONFIRMED,5.6084,2.2,,766.0,4523.0,0.69,170.1031027,1.2858679
CONFIRMED,5.60912,2.09,70.1,737.0,4680.0,0.72,170.1031027,1.2858679
CONFIRMED,5.608352,1.93,68.0,,4402.71,0.619575,170.1031027,1.2858679
CONFIRMED,5.6089465,2.17,,,4326.0,0.67,170.1031027,1.2858679
CONFIRMED,4.163873,1.54,,1158.0,5789.0,1.04,204.0355092,-14.0092516
CONFIRMED,19.9901,2.81,,,,1.006,204.0355092,-14.0092516
CONFIRMED,19.991,,,,5799.0,0.977396,204.0355092,-14.0092516
CONFIRMED,19.991944,2.74,,687.0,5789.0,1.04,204.0355092,-14.0092516
CONFIRMED,7.806164,2.54,,934.0,5769.0,1.05,206.6522408,-11.8049588
CONFIRMED,7.80651068,,,,5739.0,1.03974,206.6522408,-11.8049588
CONFIRMED,7.80692,3.03,,,,1.103,206.6522408,-11.8049588
CONFIRMED,7.806,,,,5739.0,1.03974,206.6522408,-11.8049588
CONFIRMED,3.665912,1.37,,1160.0,5791.0,0.95,140.4451478,18.469628
CONFIRMED,8.236486,2.0,,,5930.0,0.923,140.4451478,18.469628
CONFIRMED,8.234885,1.92,,885.0,5791.0,0.95,140.4451478,18.469628
CONFIRMED,14.871387,2.23,,727.0,5791.0,0.95,140.4451478,18.469628
CONFIRMED,14.869943,4.4,,,5930.0,0.923,140.4451478,18.469628
CONFIRMED,3.794,,,,3510.0,0.421881,129.1299193,10.1472175
CONFIRMED,3.793306,1.56,,543.0,3669.0,0.41,129.1299193,10.1472175
CONFIRMED,5.7385647,2.25,,1066.0,5790.0,0.92,124.6426189,13.5027816
CONFIRMED,21.0267366,2.29,,624.0,5568.0,0.86,128.3219134,13.6613758
CONFIRMED,16.3488637,3.72,,735.0,5794.0,1.0,131.9386628,16.3289144
CONFIRMED,11.2510285,2.68,,888.0,5650.0,0.91,133.8081054,18.9497263
CONFIRMED,1.422647,1.45,570.0,,4953.0,0.75,169.4490102,3.8665038
CONFIRMED,1.422586,1.291,492.0,1200.0,4836.0,0.717,169.4490102,3.8665038
CONFIRMED,1.422602,1.407,,,,0.729,169.4490102,3.8665038
CONFIRMED,1.422619,1.46748911,,,4944.0,0.745987,169.4490102,3.8665038
CONFIRMED,1.4226108,1.55,,,4886.0,0.74,169.4490102,3.8665038
CONFIRMED,1.42266,1.32,546.3,1232.0,4924.0,0.74,169.4490102,3.8665038
CONFIRMED,1.422614,1.43,519.0,1328.0,4916.0,0.718,169.4490102,3.8665038
CONFIRMED,1.422614,1.43,529.0,1224.0,4916.0,0.718,169.4490102,3.8665038
CONFIRMED,5.340883,3.58036658,,,4944.0,0.745987,169.4490102,3.8665038
CONFIRMED,5.3410507,3.12,,,4953.0,0.726,169.4490102,3.8665038
CONFIRMED,5.340888,3.2,89.0,854.0,4916.0,0.718,169.4490102,3.8665038
CONFIRMED,5.340786,2.41,84.0,772.0,4836.0,0.717,169.4490102,3.8665038
CONFIRMED,5.34072,2.65,97.8,,4953.0,0.75,169.4490102,3.8665038
CONFIRMED,5.34059,2.8,93.6,793.0,4924.0,0.74,169.4490102,3.8665038
CONFIRMED,5.34107237,,,,4772.39,0.75412,169.4490102,3.8665038
CONFIRMED,5.340888,3.2,90.0,788.0,4916.0,0.718,169.4490102,3.8665038
CONFIRMED,5.3408934,2.82,,,4886.0,0.74,169.4490102,3.8665038
CONFIRMED,9.79692,,115.0,912.0,5679.0,0.98,183.7203635,1.9681688
CONFIRMED,23.4302,,,,5568.0,1.05771,238.8197061,-21.0269691
CONFIRMED,23.448172,2.906,,,5561.0,1.051,238.8197061,-21.0269691
CONFIRMED,23.44701,3.24,,,,1.115,238.8197061,-21.0269691
CONFIRMED,23.446501,2.71,,,5484.0,0.87,238.8197061,-21.0269691
CONFIRMED,23.446873,2.89705396,,,5869.0,0.986872,238.8197061,-21.0269691
CONFIRMED,15.93709,1.87,,,,0.731,243.6800912,-19.3468837
CONFIRMED,15.937378,1.84,,,4574.0,0.7,243.6800912,-19.3468837
CONFIRMED,15.937039,2.359,,,5601.0,0.94,243.6800912,-19.3468837
CONFIRMED,20.645099,2.413,,,4348.0,0.625,337.8588454,-13.2644554
CONFIRMED,20.643928,2.54,,,4396.0,0.68,337.8588454,-13.2644554
CONFIRMED,20.646,2.38,,,,0.58,337.8588454,-13.2644554
CONFIRMED,5.02629,1.322,,,,0.577,332.6357627,-11.1661157
CONFIRMED,5.025831,1.72,,,4679.0,0.72,332.6357627,-11.1661157
CONFIRMED,5.025598,1.332,,,4663.0,0.663,332.6357627,-11.1661157
CONFIRMED,9.660186,1.361,,,4663.0,0.663,332.6357627,-11.1661157
CONFIRMED,9.65869,1.38,,,,0.577,332.6357627,-11.1661157
CONFIRMED,20.201085,1.948,,,4663.0,0.663,332.6357627,-11.1661157
CONFIRMED,20.2009,1.89,,,,0.577,332.6357627,-11.1661157
CONFIRMED,5.761612,1.313,,,5682.0,0.881,329.7262534,-10.8750666
CONFIRMED,5.761359,1.37311054,,,5744.0,0.901705,329.7262534,-10.8750666
CONFIRMED,5.7619248,1.37,,,5350.0,0.83,329.7262534,-10.8750666
CONFIRMED,5.76218,1.217,,,,0.868,329.7262534,-10.8750666
CONFIRMED,4.44117,1.61,213.3,974.0,5413.0,0.85,243.4509662,-24.7870527
CONFIRMED,4.44118,1.66,240.0,,5512.0,0.87,243.4509662,-24.7870527
CONFIRMED,4.4436649,1.5,,,4740.0,0.72,243.4509662,-24.7870527
CONFIRMED,4.443774,1.52572113,,,5382.0,0.818403,243.4509662,-24.7870527
CONFIRMED,4.4434,1.39,193.0,949.0,5352.0,0.809,243.4509662,-24.7870527
CONFIRMED,4.4436,1.57,,,,0.792,243.4509662,-24.7870527
CONFIRMED,6.42966,2.41,118.0,839.0,5352.0,0.809,243.4509662,-24.7870527
CONFIRMED,6.42904,2.75,130.3,861.0,5413.0,0.85,243.4509662,-24.7870527
CONFIRMED,6.42973,2.65,146.0,,5512.0,0.87,243.4509662,-24.7870527
CONFIRMED,6.43032491,,,,4927.0,0.858018,243.4509662,-24.7870527
CONFIRMED,6.4295023,2.5,,,4740.0,0.72,243.4509662,-24.7870527
CONFIRMED,6.429582,2.59811964,,,5382.0,0.818403,243.4509662,-24.7870527
CONFIRMED,6.42959,2.64,,,,0.792,243.4509662,-24.7870527
CONFIRMED,14.09229,2.31,41.3,646.0,5352.0,0.809,243.4509662,-24.7870527
CONFIRMED,14.090907,2.33,,,4740.0,0.72,243.4509662,-24.7870527
CONFIRMED,14.090996,2.41175864,,,5382.0,0.818403,243.4509662,-24.7870527
CONFIRMED,14.0919,2.59,51.6,,5512.0,0.87,243.4509662,-24.7870527
CONFIRMED,14.09189,2.73,45.7,663.0,5413.0,0.85,243.4509662,-24.7870527
CONFIRMED,14.09292,2.58,,,,0.792,243.4509662,-24.7870527
CONFIRMED,2.1408063,2.59639,428.205,1267.0,5372.0,1.0,67.8205302,19.8316901
CONFIRMED,2.14084,3.207,,,5377.0,0.971,67.8205302,19.8316901
CONFIRMED,2.14084,3.207,,,5377.0,0.971,67.8205302,19.8316901
CONFIRMED,3.11489307594,12.11200864,198.0922,956.83,4973.0,0.74956,128.0670932,11.6307099
CONFIRMED,3.1149085,12.03,,,,0.718,128.0670932,11.6307099
CONFIRMED,3.11491262,,,,4952.0,0.74956,128.0670932,11.6307099
CONFIRMED,3.114878,12.5,,,,0.77,128.0670932,11.6307099
CONFIRMED,3.115,,,,4952.0,0.74956,128.0670932,11.6307099
CONFIRMED,3.114905,13.024,,,4925.0,0.736,128.0670932,11.6307099
CONFIRMED,9.84413,3.23,,,,0.9395,130.7988719,13.0094226
CONFIRMED,9.844017,3.0,,,,0.91,130.7988719,13.0094226
CONFIRMED,9.844077,2.945,,,5479.0,0.922,130.7988719,13.0094226
CONFIRMED,9.844,,,,5500.23,0.957455,130.7988719,13.0094226
CONFIRMED,11.0213,2.25,,,,1.507,123.1361518,13.6884986
CONFIRMED,11.02066,2.061,,,6138.0,1.486,123.1361518,13.6884986
CONFIRMED,4.521953,1.593,,,5789.0,0.907,137.3794986,16.3558324
CONFIRMED,4.521953,1.593,,,5789.0,0.907,137.3794986,16.3558324
CONFIRMED,16.43445,2.213,,,5789.0,0.907,137.3794986,16.3558324
CONFIRMED,16.43445,2.213,,,5789.0,0.907,137.3794986,16.3558324
CONFIRMED,14.4584,2.84,,,,1.551,130.5013137,20.3593003
CONFIRMED,14.460563,1.75532562,,,5838.0,1.065474,130.5013137,20.3593003
CONFIRMED,14.443,,,,5826.08,1.54893,130.5013137,20.3593003
CONFIRMED,14.453895,2.243,,,5822.0,1.543,130.5013137,20.3593003
CONFIRMED,5.776475,1.736,,,5937.0,1.149,132.7193327,25.0380824
CONFIRMED,5.776475,1.736,,,5937.0,1.149,132.7193327,25.0380824
CONFIRMED,12.832235,1.693,,,4200.0,0.691,202.897887,-12.0951142
CONFIRMED,12.83306,1.82,,,,0.649,202.897887,-12.0951142
CONFIRMED,12.83724862,,,,4314.0,0.697984,202.897887,-12.0951142
CONFIRMED,2.060438,2.88,,,4823.0,0.732,205.1596569,-11.1172332
CONFIRMED,2.06,,,,4854.0,0.736421,205.1596569,-11.1172332
CONFIRMED,2.060368,3.16,,,,0.727,205.1596569,-11.1172332
CONFIRMED,8.777247,2.181,,,4603.0,0.751,283.0317641,-27.1807287
CONFIRMED,8.7783,2.27,,,,0.69,283.0317641,-27.1807287
CONFIRMED,4.01593,1.54,426.0,1266.0,5731.0,1.06,240.0333095,-23.1894196
CONFIRMED,4.01593,1.655,490.0,1310.0,5705.0,1.141,240.0333095,-23.1894196
CONFIRMED,4.01593,1.90553,,,5757.0,1.38,240.0333095,-23.1894196
CONFIRMED,4.01628,1.64,480.0,,5758.0,1.12,240.0333095,-23.1894196
CONFIRMED,4.01663,1.96,,,,1.241,240.0333095,-23.1894196
CONFIRMED,4.01668,1.55,500.0,1189.0,5679.0,0.924,240.0333095,-23.1894196
CONFIRMED,4.01593,1.55,465.9,1184.0,5757.0,1.1,240.0333095,-23.1894196
CONFIRMED,10.56103,2.29,117.0,916.0,5731.0,1.06,240.0333095,-23.1894196
CONFIRMED,10.56104,2.18,131.0,862.0,5679.0,0.924,240.0333095,-23.1894196
CONFIRMED,10.56103,2.49,135.3,949.0,5705.0,1.141,240.0333095,-23.1894196
CONFIRMED,10.56103,2.42,128.3,858.0,5757.0,1.1,240.0333095,-23.1894196
CONFIRMED,10.56098,2.41,132.0,,5758.0,1.12,240.0333095,-23.1894196
CONFIRMED,10.56131,2.83,,,,1.241,240.0333095,-23.1894196
CONFIRMED,9.40172,1.96,,,,1.13,283.4346389,-26.5387308
CONFIRMED,9.401312,2.729,,,5911.0,1.32,283.4346389,-26.5387308
CONFIRMED,7.9389334,1.075,,,4473.0,0.675,288.0267612,-21.0075789
CONFIRMED,7.939256,1.08322371,,,4661.0,0.645652,288.0267612,-21.0075789
CONFIRMED,7.9388,0.94,,,,0.616,288.0267612,-21.0075789
CONFIRMED,16.035054,2.05816745,,,4661.0,0.645652,288.0267612,-21.0075789
CONFIRMED,16.0382,,,,4710.0,0.62,288.0267612,-21.0075789
CONFIRMED,16.038474,2.0,,,,0.7,288.0267612,-21.0075789
CONFIRMED,16.034656,2.0,,,4473.0,0.675,288.0267612,-21.0075789
CONFIRMED,16.0343,2.05,,,,0.616,288.0267612,-21.0075789
CONFIRMED,26.8054,1.48,,,,0.616,288.0267612,-21.0075789
CONFIRMED,26.804998,1.53157981,,,4661.0,0.645652,288.0267612,-21.0075789
CONFIRMED,26.803023,1.689,,,4473.0,0.675,288.0267612,-21.0075789
CONFIRMED,21.7,2.38,,,,0.811,287.4125267,-19.6269336
CONFIRMED,21.697619,2.77059123,,,5570.0,0.88176,287.4125267,-19.6269336
CONFIRMED,21.700156,2.072,,,5452.0,0.811,287.4125267,-19.6269336
CONFIRMED,1.866025,1.75,,,,0.878,282.008765,-18.3795798
CONFIRMED,1.865979,1.85861238,,,5231.0,0.825125,282.008765,-18.3795798
CONFIRMED,1.865962,1.564,,,5129.0,0.804,282.008765,-18.3795798
CONFIRMED,2.231527,1.076,,,3623.0,0.348,20.4998403,0.7509701
CONFIRMED,4.19525,1.05,,,,0.257,20.4998403,0.7509701
CONFIRMED,4.194766,1.191,,,3623.0,0.348,20.4998403,0.7509701
CONFIRMED,6.679582,1.392,,,3623.0,0.348,20.4998403,0.7509701
CONFIRMED,6.6791,1.1,,,,0.257,20.4998403,0.7509701
CONFIRMED,9.715043,1.345,,,3623.0,0.348,20.4998403,0.7509701
CONFIRMED,9.71601,1.14,,,,0.257,20.4998403,0.7509701
CONFIRMED,13.62757,1.78,,,,0.257,20.4998403,0.7509701
CONFIRMED,13.62749,2.222,,,3623.0,0.348,20.4998403,0.7509701
CONFIRMED,13.6274,,,,3860.0,0.257,20.4998403,0.7509701
CONFIRMED,2.38098,1.72,,,,0.734,12.6140752,5.8712567
CONFIRMED,2.380867,1.539,,,4844.0,0.761,12.6140752,5.8712567
CONFIRMED,7.473223,2.32,,,5749.0,0.97,18.2999964,7.0130302
CONFIRMED,7.47372,,,,5592.0,1.01,18.2999964,7.0130302
CONFIRMED,7.47331,2.74,,,,1.012,18.2999964,7.0130302
CONFIRMED,28.735998,4.0,,,,0.35,19.4418282,11.3684915
CONFIRMED,28.735327,7.322,,,3572.0,0.585,19.4418282,11.3684915
CONFIRMED,28.7342,8.22,,,,0.664,19.4418282,11.3684915
CONFIRMED,6.339069,3.66,,,5367.0,0.897,352.7139342,-11.0773564
CONFIRMED,6.339069,3.66,,,5367.0,0.897,352.7139342,-11.0773564
CONFIRMED,6.3392677,3.91968,120.002,922.0,5289.0,0.93,352.7139342,-11.0773564
CONFIRMED,6.33932,3.9,138.0,874.0,5310.0,0.91,352.7139342,-11.0773564
CONFIRMED,8.58289,2.33,179.0,932.0,5773.0,1.094,355.6304152,-9.7135814
CONFIRMED,8.584043,2.184,,,5782.0,1.084,355.6304152,-9.7135814
CONFIRMED,8.583566,2.118,,,5782.0,1.084,355.6304152,-9.7135814
CONFIRMED,20.851337,2.04,,,5782.0,1.084,355.6304152,-9.7135814
CONFIRMED,20.851337,2.04,,,5782.0,1.084,355.6304152,-9.7135814
CONFIRMED,4.6028,,,,4911.0,3.12057,338.3682095,-9.0229405
CONFIRMED,4.60543,6.27704,,,4881.0,2.97,338.3682095,-9.0229405
CONFIRMED,4.6049829,1.67,,,4843.0,0.74,338.3682095,-9.0229405
CONFIRMED,4.60497,5.71,1356.0,1670.0,4912.0,2.93,338.3682095,-9.0229405
CONFIRMED,4.60808540736,7.04461252,378.5469,1124.99,4911.0,3.12057,338.3682095,-9.0229405
CONFIRMED,4.60547,6.4,1370.0,1550.0,4915.0,3.08,338.3682095,-9.0229405
CONFIRMED,4.60497,7.09,1148.0,,4993.0,2.59,338.3682095,-9.0229405
CONFIRMED,4.60543,8.2,,,4881.0,3.88,338.3682095,-9.0229405
CONFIRMED,3.312792,4.662,,,5558.0,0.966,355.702386,-9.5887124
CONFIRMED,3.312792,4.662,,,5558.0,0.966,355.702386,-9.5887124
CONFIRMED,3.3129214,4.28877,260.965,1119.0,5512.0,0.98,355.702386,-9.5887124
CONFIRMED,4.622654,1.371,,,5543.0,0.566,356.2260152,-7.7015151
CONFIRMED,4.622654,1.371,,,5543.0,0.566,356.2260152,-7.7015151
CONFIRMED,15.398723,1.85,,,5726.0,1.058,354.6499065,-7.4788816
CONFIRMED,15.398723,1.85,,,5726.0,1.058,354.6499065,-7.4788816
CONFIRMED,10.413181,2.352,,,5678.0,1.071,348.5159113,-0.0821031
CONFIRMED,10.41144,,,,5540.0,1.12,348.5159113,-0.0821031
CONFIRMED,5.09582,,,,4490.0,0.58,71.110002,16.5185817
CONFIRMED,5.095717,1.692,,,4938.0,0.631,71.110002,16.5185817
CONFIRMED,5.0957983,1.92318,28.5068,643.0,4197.0,0.7,71.110002,16.5185817
CONFIRMED,4.803352,2.597,,,5007.0,0.783,70.4438684,16.6743415
CONFIRMED,4.803352,2.597,,,5007.0,0.783,70.4438684,16.6743415
CONFIRMED,8.491282,3.395,,,5007.0,0.783,70.4438684,16.6743415
CONFIRMED,8.491282,3.395,,,5007.0,0.783,70.4438684,16.6743415
CONFIRMED,0.673862,1.579,,,5236.0,0.92,74.6928607,17.2690562
CONFIRMED,0.673862,1.579,,,5236.0,0.92,74.6928607,17.2690562
CONFIRMED,25.76051,3.124,,,5236.0,0.92,74.6928607,17.2690562
CONFIRMED,3.572326,2.417,,,5387.0,0.966,79.9516586,21.2591617
CONFIRMED,3.572326,2.417,,,5387.0,0.966,79.9516586,21.2591617
CONFIRMED,6.393025,2.274,,,5946.0,1.239,161.7349738,1.9367044
CONFIRMED,6.393025,2.274,,,5946.0,1.239,161.7349738,1.9367044
CONFIRMED,18.787839,5.098,,,5946.0,1.239,161.7349738,1.9367044
CONFIRMED,18.787839,5.098,,,5946.0,1.239,161.7349738,1.9367044
REFUTED,0.759978,6.049,,,5690.0,1.541,158.0734448,2.2378452
REFUTED,0.76001901813,7.29025894,9667.9228,2529.02,5690.2,1.65999,158.0734448,2.2378452
REFUTED,0.759978,6.049,,,5690.0,1.541,158.0734448,2.2378452
CONFIRMED,10.00361,2.57,,,4077.0,0.62,174.7455392,-3.9055746
CONFIRMED,10.0051,2.29,,,,0.572,174.7455392,-3.9055746
CONFIRMED,10.00329,2.37,,563.0,4197.0,0.6,174.7455392,-3.9055746
CONFIRMED,10.00617969,,,,4120.0,0.684348,174.7455392,-3.9055746
CONFIRMED,10.0044,1.69,8.9,,4044.0,0.435,174.7455392,-3.9055746
CONFIRMED,10.003417,2.1,15.6,,4014.73,0.569359,174.7455392,-3.9055746
CONFIRMED,3.865053,1.163,,,3578.0,0.382,154.5110307,3.6969271
CONFIRMED,3.865053,1.163,,,3578.0,0.382,154.5110307,3.6969271
CONFIRMED,6.293099,2.262,,,4213.0,0.675,154.987604,3.9548275
CONFIRMED,6.293099,2.262,,,4213.0,0.675,154.987604,3.9548275
CONFIRMED,17.27474,2.678,,,5716.0,1.28,161.451913,6.419318
CONFIRMED,17.27474,2.678,,,5716.0,1.28,161.451913,6.419318
